"taxon" "IntDi" "rank IntDi" "decile" "Sci" "PCoA1" "PCoA2" "region identifier" "result.code" "result.category" "extinction.risk" "habitat" "feeding.mode" "tl" "offspring.size" "spawning.type" "age.maturity" "fecundity" "length.infinity" "length.max" "length.maturity" "growth.coefficient"
"244" "Scorpaena_scrofa" 0.12978 95 3 0.99998 -0.00765 0.02533 "europe" "LC" "Least Concern" 1 "demersal" "benthivorous" 4.25 0.88 "non-guarder" 2 247407 56.60000038 53.6 20 0.080990898
"245" "Scyliorhinus_canicula" 0.12354 51 2 0.68772 -0.02245 -0.01489 "europe" "LC" "Least Concern" 1 "demersal" "generalist" 3.82 80 "non-guarder" 5 2 81.25 65 56.1666666666667 0.15160639
"246" "Scyliorhinus_stellaris" 0.16229 278 7 0.99633 -0.07822 -0.04057 "europe" "NT" "Near Threatened" 1 "reef-associated" "generalist" 4.03 160 "non-guarder" 6.6 77 140 170 70.8 0.200000003
"247" "Scymnodon_ringens" 0.29225 416 10 0.99998 -0.19675 0.01794 "europe" "LC" "Least Concern" 1 "bathypelagic" "generalist" 4.216666667 410 "bearer" 79.3333333333333 16 124.885880127277 110 80.6735455950256 0.05725
"248" "Sebastes_mentella" 0.17707 345 9 1 -0.08825 -0.0042 "europe" "EN" "Endangered" 2 "bathypelagic" "generalist" 4.12 6 "bearer" 11.5 22450 42.60000038 58 31.66 0.071840554
"249" "Serranus_cabrilla" 0.11885 27 1 0.99989 0.03122 -0.01662 "europe" "LC" "Least Concern" 1 "demersal" "generalist" 3.35 0.91 "non-guarder" 3 45000 29.69199956 27 14.22 0.185327968
"250" "Serranus_hepatus" 0.11721 11 1 0.9938 0.05517 0.02129 "europe" "LC" "Least Concern" 1 "demersal" "benthivorous" 3.47 0.91 "non-guarder" 3 45000 14.03000005 25 7.76 0.281138071
"251" "Serranus_scriba" 0.11685 9 1 1 0.02477 0.01956 "europe" "LC" "Least Concern" 1 "demersal" "benthivorous" 3.82 1.28 "non-guarder" 3 45000 29.625 32.3 17.3 0.198206079
"252" "Sigmops_bathyphilus" 0.13801 148 4 1 0.06063 -0.01059 "europe" "LC" "Least Concern" 1 "bathypelagic" "benthivorous" 3.5 0.5 "non-guarder" 3.5 2267 12.33297316 15 8.127991635 0.68393801
"253" "Somniosus_microcephalus" 0.52853 425 10 1 -0.45432 0.25273 "europe" "NT" "Near Threatened" 1 "benthopelagic" "piscivorous" 4.22 400 "bearer" 156 10 550 800 400 0.008
"254" "Sparus_aurata" 0.11616 5 1 0.99902 0.01408 -0.0165 "europe" "LC" "Least Concern" 1 "demersal" "generalist" 3.5 1.14 "non-guarder" 3.087142839 408380 56.66666698 70 32.167 0.250291003
"255" "Sphoeroides_pachygaster" 0.15548 252 6 0.99992 -0.04691 -0.02116 "europe" "LC" "Least Concern" 1 "benthopelagic" "piscivorous" 4.2 0.88 "non-guarder" 1 167000 26.35000038 40.5 16.9092322830528 0.50999999
"256" "Spicara_maena" 0.14992 221 6 0.99874 -0.02066 -0.03017 "europe" "LC" "Least Concern" 1 "benthopelagic" "planktivorous" 4.15 1.8 "non-guarder" 2 61325 20.42813005 16 11.2433333333333 0.219339918
"257" "Spicara_smaris" 0.18884 367 9 0.99998 0.06914 0.0573 "europe" "LC" "Least Concern" 1 "benthopelagic" "planktivorous" 3 1.8 "guarder" 2 61325 20.9208857 21 9.1 0.374537773
"258" "Spinachia_spinachia" 0.21165 394 10 0.99858 0.03127 0.01445 "europe" "LC" "Least Concern" 1 "benthopelagic" "generalist" 3.5 1.96 "guarder" 1 200 17.3 16 10.1 2.319999933
"259" "Spondyliosoma_cantharus" 0.13141 102 3 0.93265 0.00963 -0.0388 "europe" "LC" "Least Concern" 1 "benthopelagic" "generalist" 3.34 1.09 "non-guarder" 2.8 90413 56.10526657 40 20.3325 0.300000012
"260" "Sprattus_sprattus" 0.16722 302 8 0 0.06853 -0.02119 "europe" "LC" "Least Concern" 1 "pelagic" "planktivorous" 3.01 1.1 "non-guarder" 2 14630 15.05999985 13.6 10.0866666666667 0.595018239
"261" "Squalus_acanthias" 0.20296 382 9 0.95185 -0.15584 0.02481 "europe" "EN" "Endangered" 2 "benthopelagic" "generalist" 4.37 260 "bearer" 8.820000076 11 125.1423079 120 77.7785714285714 0.076926068
"262" "Symbolophorus_veranyi" 0.15196 235 6 1 0.06529 -0.03277 "europe" "LC" "Least Concern" 1 "bathypelagic" "planktivorous" 3.25 0.5 "non-guarder" 0.533333331 3380 13.5 13 6.61281420583734 0.430000007
"263" "Symphodus_bailloni" 0.17059 317 8 0.99977 0.06922 0.08004 "europe" "LC" "Least Concern" 1 "reef-associated" "benthivorous" 3.357142857 0.91 "guarder" 1.666666667 160631 22.80000019 20 9.07678175798901 0.353587139
"264" "Symphodus_melops" 0.16849 309 8 0.99987 0.06278 0.07958 "europe" "LC" "Least Concern" 1 "reef-associated" "benthivorous" 3.38 0.83 "guarder" 3.2 160631 24.4 21 14 0.297422302
"265" "Symphodus_roissali" 0.17028 315 8 1 0.06315 0.07928 "europe" "LC" "Least Concern" 1 "reef-associated" "benthivorous" 3.47 0.83 "guarder" 1 160631 14.96000023 14 5 0.373786918
"266" "Symphurus_nigrescens" 0.11843 24 1 0.99997 0.05766 0.02078 "europe" "LC" "Least Concern" 1 "demersal" "benthivorous" 3.5 0.8 "non-guarder" 2 66042 17.23333359 12 10.8423095789847 0.37637752
"267" "Synaphobranchus_kaupii" 0.14229 175 5 0.9994 -0.06143 -0.0563 "europe" "LC" "Least Concern" 1 "bathydemersal" "generalist" 4.09 1 "non-guarder" 3.38521897175365 120000 137 100 30 0.52
"268" "Synchiropus_phaeton" 0.12087 36 1 0.99977 0.06496 0.02189 "europe" "LC" "Least Concern" 1 "demersal" "benthivorous" 3.38 0.83 "non-guarder" 3.25 5000 21.25 18 17.2527862250886 0.471167981
"269" "Syngnathus_acus" 0.15723 263 7 0.98981 0.0488 0.10637 "europe" "LC" "Least Concern" 1 "demersal" "benthivorous" 3.33 2.05 "bearer" 1.5 221.25 23.10000038 21.4 21 0.633993391
"270" "Syngnathus_rostellatus" 0.16863 310 8 0.93628 0.01976 0.07475 "europe" "LC" "Least Concern" 1 "demersal" "planktivorous" 3.69 1.41 "bearer" 1.5 100 20 19 10 0.746999979
"271" "Syngnathus_typhle" 0.17837 347 9 0.99995 -0.03122 0.07272 "europe" "LC" "Least Concern" 1 "demersal" "planktivorous" 4.31 1.98 "bearer" 1.5 175 26.2 35 14.9 0.558000028
"272" "Taurulus_bubalis" 0.11776 17 1 0.99643 0.04786 0.02097 "europe" "LC" "Least Concern" 1 "demersal" "benthivorous" 3.59 1.7 "non-guarder" 1 3800 18.7 17 6.8 0.227925873
"273" "Thunnus_thynnus" 0.20168 381 9 1 -0.11534 -0.01731 "europe" "NT" "Near Threatened" 1 "pelagic" "piscivorous" 4.21 1 "non-guarder" 3 6782258 376.6 298 97.5 0.068644792
"274" "Torpedo_marmorata" 0.20069 378 9 0.99971 -0.09061 0.10142 "europe" "LC" "Least Concern" 1 "reef-associated" "benthivorous" 4.5 100 "bearer" 8 18.5 90.73333232 100 29.325 0.083544257
"275" "Torpedo_torpedo" 0.17332 332 8 1 -0.07754 0.08615 "europe" "LC" "Least Concern" 1 "demersal" "piscivorous" 4.18 90 "bearer" 4 17.5 43.09999847 60 22.625 0.109999999
"276" "Trachinus_draco" 0.12585 65 2 0.88012 -0.03146 -0.02167 "europe" "LC" "Least Concern" 1 "demersal" "generalist" 4.18 1 "non-guarder" 3.2 160000 43.6 53 24 0.16
"277" "Trachipterus_arcticus" 0.22783 402 10 0.99999 -0.13584 -0.03988 "europe" "LC" "Least Concern" 1 "bathypelagic" "piscivorous" 4.5 2.41 "non-guarder" 14 2e+07 303 300 200 0.07
"278" "Trachurus_mediterraneus" 0.13502 127 3 0.93453 -0.01569 -0.04807 "europe" "LC" "Least Concern" 1 "pelagic" "generalist" 3.77 0.9 "non-guarder" 1.4 257524 33.70909119 42 20 0.309120989
"279" "Trachurus_picturatus" 0.13676 141 4 0.61517 0.00627 -0.04069 "europe" "LC" "Least Concern" 1 "pelagic" "generalist" 3.32 0.9 "non-guarder" 3.4725 276449 45.18333308 60 24.8675 0.166283544
"280" "Trachurus_trachurus" 0.13327 115 3 0 -0.01666 -0.04596 "europe" "LC" "Least Concern" 1 "pelagic" "generalist" 3.71 0.9 "non-guarder" 2.649999989 263139 44.22666651 41 21.6916666666667 0.181309941
"281" "Trachyrincus_scabrus" 0.13309 112 3 0.99961 -0.02925 -0.04494 "europe" "LC" "Least Concern" 1 "bathydemersal" "generalist" 3.64 1.5 "non-guarder" 12.4000001 14191 47.44999886 60 29.6204598726333 0.277128096
"282" "Triglops_murrayi" 0.11746 14 1 0.9998 0.05155 0.023 "europe" "LC" "Least Concern" 1 "demersal" "benthivorous" 3.45 2 "non-guarder" 3.5 450 33.14999962 20 7.6 0.140066193
"283" "Trigonolampa_miriceps" 0.1671 301 8 1 -0.0437 -0.04158 "europe" "LC" "Least Concern" 1 "bathypelagic" "piscivorous" 4.5 1.77 "non-guarder" 1.806111219 45000 27.5 32 14.82950924 0.405274695
"284" "Trisopterus_esmarkii" 0.15072 228 6 0 0.05181 -0.01808 "europe" "LC" "Least Concern" 1 "benthopelagic" "planktivorous" 3.24 1.14 "non-guarder" 1.689999998 205595 21.10000006 21 18.6 0.556816513
"285" "Trisopterus_luscus" 0.13085 100 3 0.62834 -2e-05 -0.04199 "europe" "LC" "Least Concern" 1 "benthopelagic" "generalist" 3.566666667 1.1 "non-guarder" 1.5 521738 46.39999962 46 20.75 0.473190425
"286" "Trisopterus_minutus" 0.13176 103 3 0.04823 -0.008 -0.04467 "europe" "LC" "Least Concern" 1 "benthopelagic" "generalist" 3.73 1.04 "non-guarder" 2 363667 20 24 13.5344444444444 0.437545476
"287" "Umbrina_canariensis" 0.11854 25 1 0.99969 0.05076 0.0239 "europe" "LC" "Least Concern" 1 "demersal" "benthivorous" 3.37 0.75 "non-guarder" 2.278571431 311725 57.20000076 80 22.5 0.259000003
"288" "Uranoscopus_scaber" 0.13452 122 3 1 -0.03385 -0.02288 "europe" "LC" "Least Concern" 1 "demersal" "generalist" 4.38 2 "non-guarder" 1.5 10000 36.05333392 40 12.5 0.191593459
"289" "Vinciguerria_poweriae" 0.3053 418 10 0.99986 0.16133 -0.09078 "europe" "LC" "Least Concern" 1 "bathypelagic" "planktivorous" 3.09 0.68 "non-guarder" 0.25999999 109000 6.360000134 4.3 3.87778070717273 5.900000095
"290" "Xenodermichthys_copei" 0.13785 144 4 0.99865 0.02654 -0.05465 "europe" "LC" "Least Concern" 1 "bathypelagic" "generalist" 3.19 2.7 "non-guarder" 3.64127285846563 3754 50.73333359 31 22.4227408073343 0.129190112
"291" "Xiphias_gladius" 0.21131 393 10 0.99999 -0.13115 -0.0196 "europe" "LC" "Least Concern" 1 "pelagic" "piscivorous" 4.53 1.7 "non-guarder" 5.5 9250000 285 225 165.5 0.091623304
"292" "Zeugopterus_punctatus" 0.26189 410 10 0.99902 0.11651 -0.06257 "europe" "LC" "Least Concern" 1 "demersal" "benthivorous" 3.99 1 "non-guarder" 1.9 1e+09 20.6 25 11.9 0.225108875
"293" "Zeugopterus_regius" 0.26313 411 10 0.9997 0.0595 -0.1531 "europe" "LC" "Least Concern" 1 "demersal" "generalist" 3.99 0.95 "non-guarder" 1.6 1e+09 16.5 20 9.7 0.225060437
"294" "Zoarces_viviparus" 0.15052 226 6 0.95709 -0.00802 0.10389 "europe" "LC" "Least Concern" 1 "demersal" "benthivorous" 3.725 45 "bearer" 5.1 100 52 52 28.2 0.088267472
